date,anomaly_c,z
1952-09,-0.158,-0.39319
1952-10,-0.112,-0.30472
1952-11,-0.048,-0.18163
1952-12,0.117,0.13572
1953-01,-0.042,-0.17009
1953-02,0.04,-0.01237
1953-03,0.04,-0.01237
1953-04,0.147,0.19342
1953-05,0.248,0.38768
1953-06,-0.014,-0.11623
1953-07,-0.034,-0.1547
1953-08,0.064,0.03379
1953-09,0.018,-0.05469
1953-10,0.105,0.11264
1953-11,0.012,-0.06623
1953-12,-0.045,-0.17586
1954-01,0.057,0.02032
1954-02,0.125,0.15111
1954-03,0.121,0.14342
1954-04,0.1,0.10303
1954-05,0.142,0.1838
1954-06,0.13,0.16073
1954-07,0.126,0.15303
1954-08,0.04,-0.01237
1954-09,-0.04,-0.16624
1954-10,-0.02,-0.12777
1954-11,0.072,0.04917
1954-12,-0.071,-0.22586
1955-01,0.05,0.00686
1955-02,0.015,-0.06046
1955-03,0.068,0.04148
1955-04,0.175,0.24727
1955-05,0.08,0.06456
1955-06,0.054,0.01455
1955-07,-0.083,-0.24894
1955-08,0.061,0.02802
1955-09,0.036,-0.02007
1955-10,0.151,0.20111
1955-11,-0.039,-0.16432
1955-12,0.02,-0.05084
1956-01,0.051,0.00878
1956-02,0.18,0.25689
1956-03,0.14423,0.1881
1956-04,0.106,0.11457
1956-05,0.126,0.15303
1956-06,0.075,0.05494
1956-07,0.001,-0.08738
1956-08,0.041,-0.01045
1956-09,0.081,0.06648
1956-10,-0.093,-0.26818
1956-11,0.007,-0.07584
1956-12,-0.04,-0.16624
1957-01,0.137,0.17419
1957-02,-0.054,-0.19317
1957-03,0.042,-0.00853
1957-04,0.124,0.14919
1957-05,0.214,0.32228
1957-06,0.066,0.03763
1957-07,0.002,-0.08546
1957-08,0.17,0.23766
1957-09,-0.111,-0.3028
1957-10,-0.18,-0.43551
1957-11,0.042,-0.00853
1957-12,-0.014,-0.11623
1958-01,-0.03,-0.14701
1958-02,0.135,0.17034
1958-03,0.117,0.13572
1958-04,0.059,0.02417
1958-05,0.10425,0.11119
1958-06,0.151,0.20111
1958-07,0.109,0.12034
1958-08,0.025,-0.04122
1958-09,0.16,0.21842
1958-10,-0.076,-0.23548
1958-11,-0.04703,-0.17977
1958-12,-0.019,-0.12585
1959-01,0.059,0.02417
1959-02,0.108,0.11841
1959-03,0.088,0.07995
1959-04,0.14,0.17996
1959-05,0.009,-0.072
1959-06,0.207,0.30882
1959-07,0.061,0.02802
1959-08,0.13,0.16073
1959-09,0.054,0.01455
1959-10,0.057,0.02032
1959-11,0.074,0.05302
1959-12,0.08,0.06456
1960-01,0.124,0.14919
1960-02,0.205,0.30497
1960-03,0.134,0.16842
1960-04,0.182,0.26074
1960-05,0.11,0.12226
1960-06,0.218,0.32998
1960-07,0.024,-0.04315
1960-08,0.027,-0.03738
1960-09,0.03,-0.03161
1960-10,-0.084,-0.25087
1960-11,0.049,0.00494
1960-12,0.0,-0.08931
1961-01,0.151,0.20111
1961-02,0.057,0.02032
1961-03,0.09,0.08379
1961-04,-0.015,-0.11816
1961-05,0.094,0.09149
1961-06,-0.081,-0.2451
1961-07,0.02031,-0.05024
1961-08,0.125,0.15111
1961-09,0.11,0.12226
1961-10,0.075,0.05494
1961-11,-0.028,-0.14316
1961-12,0.064,0.03379
1962-01,0.094,0.09149
1962-02,0.18069,0.25823
1962-03,0.259,0.40883
1962-04,0.217,0.32805
1962-05,0.12,0.14149
1962-06,0.126,0.15303
1962-07,0.116,0.1338
1962-08,-0.088,-0.25856
1962-09,0.038,-0.01622
1962-10,-0.003,-0.09508
1962-11,0.02698,-0.03741
1962-12,0.056,0.0184
1963-01,0.248,0.38768
1963-02,0.182,0.26074
1963-03,0.104,0.11072
1963-04,0.2,0.29536
1963-05,0.26,0.41076
1963-06,0.208,0.31074
1963-07,0.115,0.13188
1963-08,0.034,-0.02391
1963-09,0.124,0.14919
1963-10,0.094,0.09149
1963-11,0.142,0.1838
1963-12,0.14,0.17996
1964-01,0.199,0.29343
1964-02,0.098,0.09918
1964-03,0.265,0.42037
1964-04,0.18,0.25689
1964-05,0.328,0.54154
1964-06,0.089,0.08187
1964-07,0.259,0.40883
1964-08,0.112,0.12611
1964-09,0.027,-0.03738
1964-10,0.034,-0.02391
1964-11,0.055,0.01648
1964-12,0.134,0.16842
1965-01,0.167,0.23189
1965-02,0.105,0.11264
1965-03,0.169,0.23573
1965-04,0.35,0.58386
1965-05,0.311,0.50885
1965-06,0.19,0.27612
1965-07,0.134,0.16842
1965-08,0.116,0.1338
1965-09,0.138,0.17611
1965-10,0.002,-0.08546
1965-11,0.07,0.04533
1965-12,-0.023,-0.13354
1966-01,0.168,0.23381
1966-02,0.21863,0.3312
1966-03,0.26437,0.41916
1966-04,0.315,0.51654
1966-05,0.085,0.07418
1966-06,0.048,0.00301
1966-07,0.159,0.2165
1966-08,0.201,0.29728
1966-09,0.234,0.36075
1966-10,0.057,0.02032
1966-11,0.188,0.27228
1966-12,0.118,0.13765
1967-01,0.179,0.25497
1967-02,0.24,0.37229
1967-03,0.244,0.37998
1967-04,0.07,0.04533
1967-05,0.311,0.50885
1967-06,0.286,0.46076
1967-07,0.102,0.10687
1967-08,0.159,0.2165
1967-09,0.15,0.19919
1967-10,0.125,0.15111
1967-11,0.068,0.04148
1967-12,0.077,0.05879
1968-01,0.155,0.20881
1968-02,0.277,0.44345
1968-03,0.246,0.38383
1968-04,0.18,0.25689
1968-05,0.266,0.4223
1968-06,-0.042,-0.17009
1968-07,-0.02184,-0.13131
1968-08,-0.001,-0.09123
1968-09,0.092,0.08764
1968-10,0.025,-0.04122
1968-11,0.019,-0.05276
1968-12,0.234,0.36075
1969-01,0.13,0.16073
1969-02,0.221,0.33575
1969-03,0.209,0.31267
1969-04,0.258,0.40691
1969-05,0.22,0.33382
1969-06,0.094,0.09149
1969-07,0.252,0.39537
1969-08,0.109,0.12034
1969-09,0.007,-0.07584
1969-10,0.091,0.08572
1969-11,0.25,0.39152
1969-12,0.22,0.33382
1970-01,0.15,0.19919
1970-02,0.176,0.2492
1970-03,0.198,0.29151
1970-04,0.398,0.67618
1970-05,0.257,0.40499
1970-06,0.24,0.37229
1970-07,0.268,0.42614
1970-08,0.181,0.25881
1970-09,0.124,0.14919
1970-10,0.12,0.14149
1970-11,0.141,0.18188
1970-12,0.16,0.21842
1971-01,0.251,0.39345
1971-02,0.22,0.33382
1971-03,0.297,0.48192
1971-04,0.24,0.37229
1971-05,0.247,0.38575
1971-06,0.23251,0.35789
1971-07,0.21849,0.33092
1971-08,0.204,0.30305
1971-09,0.239,0.37037
1971-10,-0.078,-0.23933
1971-11,0.328,0.54154
1971-12,0.17,0.23766
1972-01,0.296,0.48
1972-02,0.15,0.19919
1972-03,0.302,0.49154
1972-04,0.176,0.2492
1972-05,0.205,0.30497
1972-06,0.391,0.66271
1972-07,0.199,0.29343
1972-08,0.208,0.31074
1972-09,0.24,0.37229
1972-10,0.208,0.31074
1972-11,0.188,0.27228
1972-12,0.224,0.34152
1973-01,0.232,0.3569
1973-02,0.24,0.37229
1973-03,0.28,0.44922
1973-04,0.359,0.60117
1973-05,0.358,0.59924
1973-06,0.348,0.58001
1973-07,0.28,0.44922
1973-08,0.114,0.12995
1973-09,0.319,0.52423
1973-10,0.091,0.08572
1973-11,0.214,0.32228
1973-12,0.149,0.19727
1974-01,0.231,0.35498
1974-02,0.289,0.46653
1974-03,0.30371,0.49483
1974-04,0.32,0.52616
1974-05,0.41,0.69926
1974-06,0.31548,0.51746
1974-07,0.224,0.34152
1974-08,0.297,0.48192
1974-09,0.19638,0.28839
1974-10,0.099,0.1011
1974-11,0.19098,0.27802
1974-12,0.28,0.44922
1975-01,0.227,0.34729
1975-02,0.387,0.65502
1975-03,0.284,0.45692
1975-04,0.314,0.51462
1975-05,0.285,0.45884
1975-06,0.28,0.44922
1975-07,0.20082,0.29693
1975-08,0.119,0.13957
1975-09,0.344,0.57232
1975-10,0.24367,0.37935
1975-11,0.14,0.17996
1975-12,0.067,0.03956
1976-01,0.214,0.32228
1976-02,0.185,0.26651
1976-03,0.442,0.7608
1976-04,0.399,0.6781
1976-05,0.258,0.40691
1976-06,0.476,0.8262
1976-07,0.351,0.58578
1976-08,0.222,0.33767
1976-09,0.031,-0.02968
1976-10,0.409,0.69733
1976-11,0.12,0.14149
1976-12,0.122,0.14534
1977-01,0.361,0.60501
1977-02,0.501,0.87428
1977-03,0.436,0.74926
1977-04,0.378,0.63771
1977-05,0.375,0.63194
1977-06,0.379,0.63963
1977-07,0.347,0.57809
1977-08,0.285,0.45884
1977-09,0.254,0.39922
1977-10,0.235,0.36267
1977-11,0.188,0.27228
1977-12,0.245,0.38191
1978-01,0.2785,0.44634
1978-02,0.312,0.51077
1978-03,0.261,0.41268
1978-04,0.259,0.40883
1978-05,0.357,0.59732
1978-06,0.436,0.74926
1978-07,0.375,0.63194
1978-08,0.152,0.20304
1978-09,0.24246,0.37702
1978-10,0.33,0.54539
1978-11,0.184,0.26458
1978-12,0.264,0.41845
1979-01,0.35,0.58386
1979-02,0.257,0.40499
1979-03,0.36,0.60309
1979-04,0.255,0.40114
1979-05,0.309,0.505
1979-06,0.31507,0.51667
1979-07,0.32093,0.52796
1979-08,0.327,0.53962
1979-09,0.27,0.42999
1979-10,0.314,0.51462
1979-11,0.295,0.47807
1979-12,0.406,0.69156
1980-01,0.33,0.54539
1980-02,0.315,0.51654
1980-03,0.379,0.63963
1980-04,0.42,0.71849
1980-05,0.375,0.63194
1980-06,0.33288,0.55093
1980-07,0.29212,0.47253
1980-08,0.25,0.39152
1980-09,0.177,0.25112
1980-10,0.18438,0.26531
1980-11,0.192,0.27997
1980-12,0.256,0.40306
1981-01,0.28,0.44922
1981-02,0.435,0.74734
1981-03,0.36,0.60309
1981-04,0.491,0.85505
1981-05,0.332,0.54924
1981-06,0.391,0.66271
1981-07,0.278,0.44538
1981-08,0.49,0.85312
1981-09,0.209,0.31267
1981-10,0.32,0.52616
1981-11,0.357,0.59732
1981-12,0.359,0.60117
1982-01,0.337,0.55885
1982-02,0.368,0.61848
1982-03,0.401,0.68195
1982-04,0.394,0.66848
1982-05,0.47564,0.8255
1982-06,0.56,0.98776
1982-07,0.315,0.51654
1982-08,0.226,0.34536
1982-09,0.23611,0.36481
1982-10,0.24589,0.38362
1982-11,0.256,0.40306
1982-12,0.471,0.81658
1983-01,0.4095,0.6983
1983-02,0.348,0.58001
1983-03,0.458,0.79158
1983-04,0.55,0.96852
1983-05,0.384,0.64925
1983-06,0.381,0.64348
1983-07,0.327,0.53962
1983-08,0.304,0.49538
1983-09,0.281,0.45115
1983-10,0.30903,0.50506
1983-11,0.338,0.56078
1983-12,0.29,0.46846
1984-01,0.4,0.68002
1984-02,0.28,0.44922
1984-03,0.45,0.77619
1984-04,0.501,0.87428
1984-05,0.27,0.42999
1984-06,0.442,0.7608
1984-07,0.486,0.84543
1984-08,0.268,0.42614
1984-09,0.481,0.83581
1984-10,0.375,0.63194
1984-11,0.29,0.46846
1984-12,0.365,0.61271
1985-01,0.44,0.75696
1985-02,0.428,0.73388
1985-03,0.484,0.84158
1985-04,0.375,0.63194
1985-05,0.457,0.78965
1985-06,0.31,0.50692
1985-07,0.394,0.66848
1985-08,0.307,0.50115
1985-09,0.3,0.48769
1985-10,0.455,0.78581
1985-11,0.452,0.78004
1985-12,0.387,0.65502
1986-01,0.32,0.52616
1986-02,0.411,0.70118
1986-03,0.55,0.96852
1986-04,0.475,0.82427
1986-05,0.644,1.14932
1986-06,0.47,0.81466
1986-07,0.421,0.72041
1986-08,0.369,0.6204
1986-09,0.387,0.65502
1986-10,0.359,0.60117
1986-11,0.435,0.74734
1986-12,0.475,0.82427
1987-01,0.362,0.60694
1987-02,0.344,0.57232
1987-03,0.32,0.52616
1987-04,0.519,0.9089
1987-05,0.384,0.64925
1987-06,0.28,0.44922
1987-07,0.46,0.79542
1987-08,0.607,1.07815
1987-09,0.39,0.66079
1987-10,0.452,0.78004
1987-11,0.4,0.68002
1987-12,0.4541,0.78407
1988-01,0.51,0.89159
1988-02,0.442,0.7608
1988-03,0.506,0.8839
1988-04,0.518,0.90698
1988-05,0.434,0.74542
1988-06,0.549,0.9666
1988-07,0.432,0.74157
1988-08,0.362,0.60694
1988-09,0.448,0.77234
1988-10,0.328,0.54154
1988-11,0.41,0.69926
1988-12,0.427,0.73195
1989-01,0.54,0.94929
1989-02,0.51741,0.90584
1989-03,0.497,0.86659
1989-04,0.57,1.00699
1989-05,0.61,1.08392
1989-06,0.529,0.92813
1989-07,0.462,0.79927
1989-08,0.3985,0.67714
1989-09,0.335,0.55501
1989-10,0.39,0.66079
1989-11,0.374,0.63002
1989-12,0.427,0.73195
1990-01,0.47,0.81466
1990-02,0.537,0.94352
1990-03,0.508,0.88774
1990-04,0.561,0.98968
1990-05,0.521,0.91275
1990-06,0.341,0.56655
1990-07,0.34002,0.56467
1990-08,0.33901,0.56272
1990-09,0.338,0.56078
1990-10,0.477,0.82812
1990-11,0.51613,0.90338
1990-12,0.554,0.97622
1991-01,0.465,0.80504
1991-02,0.628,1.11854
1991-03,0.54,0.94929
1991-04,0.509,0.88967
1991-05,0.482,0.83774
1991-06,0.39408,0.66864
1991-07,0.309,0.505
1991-08,0.33,0.54539
1991-09,0.312,0.51077
1991-10,0.294,0.47615
1991-11,0.336,0.55693
1991-12,0.416,0.7108
1992-01,0.37,0.62232
1992-02,0.204,0.30305
1992-03,0.138,0.17611
1992-04,0.425,0.72811
1992-05,0.236,0.3646
1992-06,0.31,0.50692
1992-07,0.30902,0.50504
1992-08,0.30801,0.5031
1992-09,0.307,0.50115
1992-10,0.319,0.52423
1992-11,0.22,0.33382
1992-12,0.078,0.06071
1993-01,0.468,0.81081
1993-02,0.569,1.00507
1993-03,0.439,0.75503
1993-04,0.58,1.02622
1993-05,0.58443,1.03474
1993-06,0.589,1.04353
1993-07,0.528,0.92621
1993-08,0.417,0.71272
1993-09,0.574,1.01468
1993-10,0.46,0.79542
1993-11,0.44221,0.76121
1993-12,0.425,0.72811
1994-01,0.491,0.85505
1994-02,0.481,0.83581
1994-03,0.558,0.98391
1994-04,0.717,1.28972
1994-05,0.464,0.80312
1994-06,0.428,0.73388
1994-07,0.651,1.16278
1994-08,0.49,0.85312
1994-09,0.439,0.75503
1994-10,0.44244,0.76166
1994-11,0.446,0.7685
1994-12,0.66,1.18009
1995-01,0.595,1.05507
1995-02,0.528,0.92621
1995-03,0.759,1.3705
1995-04,0.546,0.96083
1995-05,0.648,1.15701
1995-06,0.65003,1.16092
1995-07,0.652,1.1647
1995-08,0.649,1.15893
1995-09,0.509,0.88967
1995-10,0.441,0.75888
1995-11,0.546,0.96083
1995-12,0.475,0.82427
1996-01,0.716,1.2878
1996-02,0.64108,1.14371
1996-03,0.571,1.00891
1996-04,0.62,1.10316
1996-05,0.495,0.86274
1996-06,0.508,0.88774
1996-07,0.658,1.17624
1996-08,0.486,0.84543
1996-09,0.5231,0.91678
1996-10,0.559,0.98583
1996-11,0.619,1.10123
1996-12,0.601,1.06661
1997-01,0.649,1.15893
1997-02,0.57124,1.00937
1997-03,0.501,0.87428
1997-04,0.74,1.33396
1997-05,0.592,1.0493
1997-06,0.58,1.02622
1997-07,0.68,1.21856
1997-08,0.597,1.05892
1997-09,0.572,1.01084
1997-10,0.704,1.26472
1997-11,0.487,0.84735
1997-12,0.632,1.12624
1998-01,0.789,1.4282
1998-02,0.832,1.5109
1998-03,0.952,1.7417
1998-04,0.878,1.59938
1998-05,0.875,1.59361
1998-06,0.901,1.64361
1998-07,0.762,1.37627
1998-08,0.7145,1.28491
1998-09,0.667,1.19355
1998-10,0.588,1.04161
1998-11,0.917,1.67439
1998-12,0.684,1.22625
1999-01,0.581,1.02815
1999-02,0.62784,1.11824
1999-03,0.67016,1.19962
1999-04,0.717,1.28972
1999-05,0.715,1.28587
1999-06,0.58,1.02622
1999-07,0.592,1.0493
1999-08,0.605,1.07431
1999-09,0.64718,1.15543
1999-10,0.688,1.23394
1999-11,0.607,1.07815
1999-12,0.646,1.15316
2000-01,0.666,1.19163
2000-02,0.73,1.31472
2000-03,0.67,1.19932
2000-04,0.56,0.98776
2000-05,0.69,1.23779
2000-06,0.592,1.0493
2000-07,0.578,1.02238
2000-08,0.64,1.14162
2000-09,0.678,1.21471
2000-10,0.576,1.01853
2000-11,0.606,1.07623
2000-12,0.737,1.32819
2001-01,0.7995,1.44839
2001-02,0.862,1.5686
2001-03,0.718,1.29164
2001-04,0.72715,1.30924
2001-05,0.736,1.32626
2001-06,0.689,1.23587
2001-07,0.738,1.33011
2001-08,0.665,1.18971
2001-09,0.58,1.02622
2001-10,0.49,0.85312
2001-11,0.51948,0.90981
2001-12,0.548,0.96468
2002-01,0.596,1.057
2002-02,0.715,1.28587
2002-03,0.72069,1.29683
2002-04,0.727,1.30895
2002-05,0.594,1.05315
2002-06,0.709,1.27433
2002-07,0.745,1.34357
2002-08,0.577,1.02045
2002-09,0.598,1.06084
2002-10,0.604,1.07238
2002-11,0.548,0.96468
2002-12,0.682,1.2224
2003-01,0.647,1.15509
2003-02,0.716,1.2878
2003-03,0.631,1.12431
2003-04,0.675,1.20894
2003-05,0.762,1.37627
2003-06,0.658,1.17624
2003-07,0.802,1.4532
2003-08,0.608,1.08008
2003-09,0.641,1.14355
2003-10,0.692,1.24164
2003-11,0.512,0.89544
2003-12,0.504,0.88005
2004-01,0.549,0.9666
2004-02,0.798,1.44551
2004-03,0.67,1.19932
2004-04,0.67203,1.20323
2004-05,0.674,1.20702
2004-06,0.717,1.28972
2004-07,0.7652,1.38242
2004-08,0.815,1.47821
2004-09,0.802,1.4532
2004-10,0.76266,1.37753
2004-11,0.722,1.29934
2004-12,0.707,1.27049
2005-01,0.748,1.34934
2005-02,0.668,1.19548
2005-03,0.666,1.19163
2005-04,0.739,1.33203
2005-05,0.72,1.29549
2005-06,0.68,1.21856
2005-07,0.748,1.34934
2005-08,0.745,1.34357
2005-09,0.75516,1.36312
2005-10,0.765,1.38204
2005-11,0.56,0.98776
2005-12,0.658,1.17624
2006-01,0.64,1.14162
2006-02,0.577,1.02045
2006-03,0.739,1.33203
2006-04,0.744,1.34165
2006-05,0.76269,1.37759
2006-06,0.782,1.41474
2006-07,0.80659,1.46203
2006-08,0.832,1.5109
2006-09,0.764,1.38012
2006-10,0.707,1.27049
2006-11,0.65872,1.17763
2006-12,0.612,1.08777
2007-01,0.685,1.22817
2007-02,0.80375,1.45656
2007-03,0.911,1.66285
2007-04,0.892,1.6263
2007-05,0.77593,1.40307
2007-06,0.656,1.1724
2007-07,0.73,1.31472
2007-08,0.556,0.98006
2007-09,0.707,1.27049
2007-10,0.664,1.18778
2007-11,0.646,1.15316
2007-12,0.575,1.01661
2008-01,0.77,1.39166
2008-02,0.71,1.27626
2008-03,0.681,1.22048
2008-04,0.55,0.96852
2008-05,0.775,1.40127
2008-06,0.902,1.64554
2008-07,0.869,1.58207
2008-08,0.676,1.21086
2008-09,0.647,1.15509
2008-10,0.727,1.30895
2008-11,0.618,1.09931
2008-12,0.741,1.33588
2009-01,0.805,1.45897
2009-02,0.868,1.58014
2009-03,0.781,1.41281
2009-04,0.75051,1.35417
2009-05,0.721,1.29741
2009-06,0.708,1.27241
2009-07,0.73161,1.31781
2009-08,0.756,1.36473
2009-09,0.78,1.41089
2009-10,0.64,1.14162
2009-11,0.832,1.5109
2009-12,0.71,1.27626
2010-01,0.756,1.36473
2010-02,0.724,1.30318
2010-03,0.61,1.08392
2010-04,0.73959,1.33317
2010-05,0.865,1.57437
2010-06,0.767,1.38589
2010-07,0.771,1.39358
2010-08,0.78,1.41089
2010-09,0.599,1.06277
2010-10,0.677,1.21279
2010-11,0.79,1.43012
2010-12,0.646,1.15316
2011-01,0.796,1.44166
2011-02,0.69,1.23779
2011-03,0.856,1.55706
2011-04,0.82,1.48782
2011-05,0.691,1.23971
2011-06,0.897,1.63592
2011-07,0.721,1.29741
2011-08,0.691,1.23971
2011-09,0.755,1.36281
2011-10,0.825,1.49744
2011-11,0.66,1.18009
2011-12,0.766,1.38396
2012-01,0.821,1.48975
2012-02,0.83443,1.51558
2012-03,0.847,1.53975
2012-04,0.811,1.47051
2012-05,0.769,1.38973
2012-06,0.738,1.33011
2012-07,0.708,1.27241
2012-08,0.537,0.94352
2012-09,0.788,1.42628
2012-10,0.82,1.48782
2012-11,0.567,1.00122
2012-12,0.695,1.24741
2013-01,0.851,1.54745
2013-02,0.992,1.81864
2013-03,0.849,1.5436
2013-04,0.797,1.44359
2013-05,0.835,1.51667
2013-06,0.94,1.71862
2013-07,0.757,1.36665
2013-08,0.721,1.29741
2013-09,0.729,1.3128
2013-10,0.686,1.2301
2013-11,0.78,1.41089
2013-12,0.92,1.68016
2014-01,0.842,1.53014
2014-02,0.822,1.49167
2014-03,0.838,1.52244
2014-04,0.8873,1.61725
2014-05,0.935,1.70901
2014-06,0.841,1.52821
2014-07,0.809,1.46667
2014-08,1.055,1.93981
2014-09,0.806,1.4609
2014-10,0.717,1.28972
2014-11,0.751,1.35511
2014-12,0.896,1.634
2015-01,0.84,1.52629
2015-02,0.742,1.3378
2015-03,0.95,1.73786
2015-04,0.831,1.50898
2015-05,1.028,1.88788
2015-06,0.948,1.73401
2015-07,0.802,1.4532
2015-08,0.916,1.67246
2015-09,0.802,1.4532
2015-10,0.86,1.56476
2015-11,0.838,1.52244
2015-12,0.751,1.35511
2016-01,0.944,1.72632
2016-02,0.98017,1.79588
2016-03,1.014,1.86095
2016-04,1.016,1.8648
2016-05,0.967,1.77055
2016-06,1.06,1.94942
2016-07,1.167,2.15522
2016-08,0.89,1.62246
2016-09,0.96,1.75709
2016-10,0.95852,1.75425
2016-11,0.957,1.75132
2016-12,0.86749,1.57916
2017-01,0.775,1.40127
2017-02,0.92,1.68016
2017-03,0.89,1.62246
2017-04,0.9459,1.72997
2017-05,1.0,1.83402
2017-06,0.95586,1.74912
2017-07,0.91314,1.66696
2017-08,0.869,1.58207
2017-09,0.82987,1.5068
2017-10,0.792,1.43397
2017-11,0.855,1.55514
2017-12,0.824,1.49552
2018-01,0.887,1.61669
2018-02,0.86178,1.56818
2018-03,0.839,1.52437
2018-04,1.019,1.87057
2018-05,1.028,1.88788
2018-06,0.896,1.634
2018-07,0.712,1.2801
2018-08,0.809,1.46667
2018-09,0.944,1.72632
2018-10,0.83,1.50706
2018-11,0.76,1.37242
2018-12,0.822,1.49167
2019-01,0.956,1.7494
2019-02,0.958,1.75324
2019-03,0.915,1.67054
2019-04,0.91,1.66092
2019-05,0.905,1.65131
2019-06,0.846,1.53783
2019-07,1.025,1.88211
2019-08,0.846,1.53783
2019-09,0.952,1.7417
2019-10,0.971,1.77825
2019-11,0.90544,1.65216
2019-12,0.842,1.53014
2020-01,0.935,1.70901
2020-02,0.927,1.69362
2020-03,0.876,1.59553
2020-04,0.98,1.79556
2020-05,0.857,1.55899
2020-06,1.029,1.8898
2020-07,0.87,1.58399
2020-08,0.9,1.64169
2020-09,0.86951,1.58304
2020-10,0.84,1.52629
2020-11,0.919,1.67823
2020-12,0.85,1.54552
2021-01,0.987,1.80902
2021-02,0.836,1.5186
2021-03,0.97,1.77632
2021-04,1.126,2.07636
2021-05,0.886,1.61476
2021-06,0.894,1.63015
2021-07,0.90433,1.65001
2021-08,0.915,1.67054
2021-09,0.912,1.66477
2021-10,0.918,1.67631
2021-11,0.937,1.71285
2021-12,0.995,1.82441
2022-01,0.965,1.76671
2022-02,0.939,1.7167
2022-03,1.032,1.89557
2022-04,1.138,2.09944
2022-05,0.97,1.77632
2022-06,0.885,1.61284
2022-07,1.028,1.88788
2022-08,0.906,1.65323
2022-09,0.93395,1.70699
2022-10,0.961,1.75901
2022-11,0.858,1.56091
2022-12,0.91,1.66092
2023-01,1.15,2.12252
2023-02,1.19151,2.20236
2023-03,1.229,2.27446
2023-04,1.145,2.1129
2023-05,1.216,2.24946
2023-06,1.137,2.09752
2023-07,1.19,2.19945
2023-08,1.159,2.13983
2023-09,1.018,1.86864
2023-10,1.174,2.16868
2023-11,1.052,1.93404
2023-12,1.179,2.1783
2024-01,1.19,2.19945
2024-02,1.334,2.47641
2024-03,1.189,2.19753
2024-04,1.187,2.19368
2024-05,1.208,2.23407
2024-06,1.168,2.15714
2024-07,1.232,2.28023
2024-08,1.136,2.09559
2024-09,1.04,1.91096
2024-10,1.036,1.90326
2024-11,1.206,2.23023
2024-12,1.08846,2.00416
2025-01,0.967,1.77055
2025-02,0.988,1.81094
2025-03,1.027,1.88595
2025-04,1.122,2.06867
2025-05,0.949,1.73593
2025-06,1.026,1.88403
2025-07,1.061,1.95135
2025-08,0.999,1.8321
2025-09,1.00764,1.84871
2025-10,1.016,1.8648
2025-11,0.985,1.80517
2025-12,1.004,1.84172
